Text,Type
1030 carbognano vt,indirizzo
21040 morazzone va,indirizzo
71020 monteleone di puglia fg,indirizzo
15020 murisengo al,indirizzo
80126 napoli nan,indirizzo
34135 trieste ts,indirizzo
90127 palermo pa,indirizzo
43039 salsomaggiore terme pr,indirizzo
10020 cambiano to,indirizzo
20010 vittuone mi,indirizzo
86032 montecilfone cb,indirizzo
86082 capracotta is,indirizzo
20098 san giuliano milanese mi,indirizzo
17043 pallare sv,indirizzo
88052 mesoraca kr,indirizzo
34100 trieste ts,indirizzo
60030 serra de conti an,indirizzo
83030 montaguto av,indirizzo
70010 locorotondo ba,indirizzo
09070 paulilatino or,indirizzo
26014 romanengo cr,indirizzo
52010 arezzo ar,indirizzo
38059 strigno tn,indirizzo
07040 banari ss,indirizzo
86024 petrella tifernina cb,indirizzo
50025 montespertoli fi,indirizzo
38061 ala tn,indirizzo
09080 nughedu santa vittoria or,indirizzo
98044 san filippo del mela me,indirizzo
26010 casale cremasco vidolasco cr,indirizzo
85015 oppido lucano pz,indirizzo
26029 soncino cr,indirizzo
73057 taviano le,indirizzo
75020 scanzano jonico mt,indirizzo
71010 lesina fg,indirizzo
72020 cellino san marco br,indirizzo
90030 cefala diana pa,indirizzo
37126 verona vr,indirizzo
55027 gallicano lu,indirizzo
57016 rosignano marittimo li,indirizzo
09080 tadasuni or,indirizzo
34132 trieste ts,indirizzo
91013 calatafimi tp,indirizzo
41023 lama mocogno mo,indirizzo
17020 magliolo sv,indirizzo
35129 padova pd,indirizzo
34170 gorizia go,indirizzo
37059 zevio vr,indirizzo
2012 amatrice ri,indirizzo
90147 palermo pa,indirizzo
35127 padova pd,indirizzo
36060 molvena vi,indirizzo
36042 breganze vi,indirizzo
20035 lissone mi,indirizzo
87026 mormanno cs,indirizzo
11021 valtournenche ao,indirizzo
20082 binasco mi,indirizzo
12010 vinadio cn,indirizzo
30 bellegra rm,indirizzo
26858 sordio lo,indirizzo
141 roma rm,indirizzo
80014 giugliano in campania nan,indirizzo
20015 parabiago mi,indirizzo
175 roma rm,indirizzo
63043 arquata del tronto ap,indirizzo
43124 parma pr,indirizzo
40010 bentivoglio bo,indirizzo
50030 vaglia fi,indirizzo
76125 trani bt,indirizzo
42030 villa minozzo re,indirizzo
98030 gaggi me,indirizzo
22063 cantu co,indirizzo
88833 caccuri kr,indirizzo
90038 prizzi pa,indirizzo
16019 ronco scrivia ge,indirizzo
20096 pioltello mi,indirizzo
23886 colle brianza lc,indirizzo
96018 pachino sr,indirizzo
70017 putignano ba,indirizzo
21019 somma lombardo va,indirizzo
37030 mezzane di sotto vr,indirizzo
07020 golfo aranci ot,indirizzo
89041 caulonia rc,indirizzo
90135 palermo pa,indirizzo
82020 pago veiano bn,indirizzo
88040 san mango d aquino cz,indirizzo
28046 meina no,indirizzo
4017 san felice circeo lt,indirizzo
70024 gravina in puglia ba,indirizzo
10050 chiusa di san michele to,indirizzo
66020 pollutri ch,indirizzo
90143 palermo pa,indirizzo
87013 fagnano castello cs,indirizzo
39040 naz sciaves bz,indirizzo
12030 sanfront cn,indirizzo
58055 semproniano gr,indirizzo
98039 taormina me,indirizzo
53024 montalcino si,indirizzo
87050 pedace cs,indirizzo
36047 montegalda vi,indirizzo
60100 ancona an,indirizzo
1012 capranica vt,indirizzo
15061 arquata scrivia al,indirizzo
23874 montevecchia lc,indirizzo
3046 san donato val di comino fr,indirizzo
10064 torino to,indirizzo
20020 busto garolfo mi,indirizzo
51031 agliana pt,indirizzo
80057 sant antonio abate nan,indirizzo
50144 firenze fi,indirizzo
12030 rifreddo cn,indirizzo
24050 calcinate bg,indirizzo
82020 ginestra degli schiavoni bn,indirizzo
83020 marzano di nola av,indirizzo
88067 cenadi cz,indirizzo
80135 napoli nan,indirizzo
28877 ornavasso vb,indirizzo
41019 soliera mo,indirizzo
16147 genova ge,indirizzo
25038 rovato bs,indirizzo
73037 poggiardo le,indirizzo
10094 giaveno to,indirizzo
23841 annone di brianza lc,indirizzo
23010 caiolo so,indirizzo
2030 frasso sabino ri,indirizzo
10060 buriasco to,indirizzo
92024 canicatti ag,indirizzo
09048 sinnai ca,indirizzo
10010 lessolo to,indirizzo
58051 magliano in toscana gr,indirizzo
82020 san giorgio la molara bn,indirizzo
41125 modena mo,indirizzo
21012 cassano magnago va,indirizzo
53048 sinalunga si,indirizzo
25058 sulzano bs,indirizzo
98020 mandanici me,indirizzo
87041 acri cs,indirizzo
33080 prata di pordenone pn,indirizzo
63814 torre san patrizio fm,indirizzo
90030 godrano pa,indirizzo
35010 loreggia pd,indirizzo
65010 collecorvino pe,indirizzo
25131 brescia bs,indirizzo
80125 napoli nan,indirizzo
89060 bagaladi rc,indirizzo
73030 montesano salentino le,indirizzo
80022 arzano nan,indirizzo
20 canterano rm,indirizzo
63018 porto sant elpidio ap,indirizzo
32100 belluno bl,indirizzo
90030 altofonte pa,indirizzo
10060 pancalieri to,indirizzo
45019 taglio di po ro,indirizzo
80028 grumo nevano nan,indirizzo
81039 villa literno ce,indirizzo
95040 san cono ct,indirizzo
09090 masullas or,indirizzo
23854 olginate lc,indirizzo
22016 tremezzo co,indirizzo
21030 orino va,indirizzo
11011 arvier ao,indirizzo
09086 samugheo or,indirizzo
73055 racale le,indirizzo
39100 bolzano bz,indirizzo
10036 settimo torinese to,indirizzo
76011 bisceglie bt,indirizzo
35043 monselice pd,indirizzo
3020 torrice fr,indirizzo
82018 calvi bn,indirizzo
86090 pietracupa cb,indirizzo
66010 tollo ch,indirizzo
62029 tolentino mc,indirizzo
43015 noceto pr,indirizzo
70033 corato ba,indirizzo
83057 torella dei lombardi av,indirizzo
85031 castelsaraceno pz,indirizzo
10016 montalto dora to,indirizzo
33040 chiopris viscone ud,indirizzo
41013 castelfranco emilia mo,indirizzo
26026 pizzighettone cr,indirizzo
70055 minervino murge ba,indirizzo
1020 san lorenzo nuovo vt,indirizzo
45010 gavello ro,indirizzo
166 roma rm,indirizzo
6054 fratta todina pg,indirizzo
81030 frignano ce,indirizzo
18012 bordighera im,indirizzo
14017 valfenera at,indirizzo
64012 campli te,indirizzo
31038 paese tv,indirizzo
98076 sant agata di militello me,indirizzo
63811 sant elpidio a mare fm,indirizzo
10045 piossasco to,indirizzo
87021 belvedere marittimo cs,indirizzo
10010 torre canavese to,indirizzo
09014 carloforte ci,indirizzo
98030 gallodoro me,indirizzo
10060 airasca to,indirizzo
66050 san salvo ch,indirizzo
28069 trecate no,indirizzo
93014 mussomeli cl,indirizzo
33047 remanzacco ud,indirizzo
85010 anzi pz,indirizzo
80131 napoli nan,indirizzo
67010 barete aq,indirizzo
73020 bagnolo del salento le,indirizzo
38121 trento tn,indirizzo
35016 piazzola sul brenta pd,indirizzo
23900 lecco lc,indirizzo
58012 isola del giglio gr,indirizzo
37020 cerro veronese vr,indirizzo
90025 lercara friddi pa,indirizzo
00143 roma rm,indirizzo
84070 rofrano sa,indirizzo
10076 nole to,indirizzo
20020 arese mi,indirizzo
39040 castelrotto bz,indirizzo
95037 san giovanni la punta ct,indirizzo
27017 pieve porto morone pv,indirizzo
09043 muravera ca,indirizzo
92017 sambuca di sicilia ag,indirizzo
20146 milano mi,indirizzo
83010 petruro irpino av,indirizzo
74020 faggiano ta,indirizzo
84050 futani sa,indirizzo
36057 arcugnano vi,indirizzo
35030 rubano pd,indirizzo
12073 ceva cn,indirizzo
30 san cesareo rm,indirizzo
13898 occhieppo superiore bi,indirizzo
38 valmontone rm,indirizzo
36070 trissino vi,indirizzo
27013 chignolo po pv,indirizzo
67033 pescocostanzo aq,indirizzo
27011 belgioioso pv,indirizzo
62020 colmurano mc,indirizzo
75023 montalbano jonico mt,indirizzo
22070 rovello porro co,indirizzo
72025 san donaci br,indirizzo
81020 casapulla ce,indirizzo
136 roma rm,indirizzo
16043 chiavari ge,indirizzo
33017 tarcento ud,indirizzo
24050 pognano bg,indirizzo
27010 copiano pv,indirizzo
71037 monte sant angelo fg,indirizzo
10050 bruzolo to,indirizzo
90048 san giuseppe jato pa,indirizzo
09040 san nicolo gerrei ca,indirizzo
6030 giano dell umbria pg,indirizzo
23826 mandello del lario lc,indirizzo
83035 zungoli av,indirizzo
98045 san pier niceto me,indirizzo
62034 muccia mc,indirizzo
35011 campodarsego pd,indirizzo
30021 caorle ve,indirizzo
86100 campobasso cb,indirizzo
80070 barano d ischia nan,indirizzo
34142 trieste ts,indirizzo
01034 fabrica di roma vt,indirizzo
20 riofreddo rm,indirizzo
91011 alcamo tp,indirizzo
12040 montanera cn,indirizzo
39055 laives bz,indirizzo
46020 quingentole mn,indirizzo
55 ladispoli rm,indirizzo
82030 foglianise bn,indirizzo
65125 pescara pe,indirizzo
24033 calusco d adda bg,indirizzo
95039 trecastagni ct,indirizzo
21040 uboldo va,indirizzo
21015 lonate pozzolo va,indirizzo
80012 calvizzano nan,indirizzo
86010 cercepiccola cb,indirizzo
27018 vidigulfo pv,indirizzo
29100 piacenza pc,indirizzo
81030 falciano del massico ce,indirizzo
12015 limone piemonte cn,indirizzo
73038 spongano le,indirizzo
27010 bornasco pv,indirizzo
80011 acerra nan,indirizzo
09019 teulada ca,indirizzo
48013 brisighella ra,indirizzo
60 ponzano romano rm,indirizzo
61016 pennabilli rn,indirizzo
89123 reggio di calabria rc,indirizzo
50143 firenze fi,indirizzo
74123 taranto ta,indirizzo
12040 govone cn,indirizzo
95010 santa venerina ct,indirizzo
61016 pennabilli pu,indirizzo
80046 san giorgio a cremano nan,indirizzo
12030 scarnafigi cn,indirizzo
71019 vieste fg,indirizzo
29012 caorso pc,indirizzo
26032 ostiano cr,indirizzo
22030 castelmarte co,indirizzo
38010 nave san rocco tn,indirizzo
23844 sirone lc,indirizzo
73052 parabita le,indirizzo
16162 genova ge,indirizzo
84065 piaggine sa,indirizzo
74027 san giorgio ionico ta,indirizzo
14049 nizza monferrato at,indirizzo
75017 salandra mt,indirizzo
35030 veggiano pd,indirizzo
31040 giavera del montello tv,indirizzo
84020 valva sa,indirizzo
53042 chianciano terme si,indirizzo
30032 fiesso d artico ve,indirizzo
94010 sperlinga en,indirizzo
28043 bellinzago novarese no,indirizzo
87011 cassano allo ionio cs,indirizzo
31035 crocetta del montello tv,indirizzo
25040 berzo demo bs,indirizzo
15016 cassine al,indirizzo
90026 petralia soprana pa,indirizzo
38020 pellizzano tn,indirizzo
46041 asola mn,indirizzo
87043 bisignano cs,indirizzo
13030 formigliana vc,indirizzo
40122 bologna bo,indirizzo
174 roma rm,indirizzo
90032 bisacquino pa,indirizzo
67050 canistro aq,indirizzo
18010 pietrabruna im,indirizzo
98030 giardini naxos me,indirizzo
47822 santarcangelo di romagna rn,indirizzo
39031 brunico bz,indirizzo
08040 gairo og,indirizzo
24010 sorisole bg,indirizzo
10015 ivrea to,indirizzo
37131 verona vr,indirizzo
81010 valle agricola ce,indirizzo
09028 sestu ca,indirizzo
3030 santopadre fr,indirizzo
46025 poggio rusco mn,indirizzo
24043 caravaggio bg,indirizzo
71029 troia fg,indirizzo
6019 umbertide pg,indirizzo
80010 quarto nan,indirizzo
39057 appiano sulla strada del vino bz,indirizzo
74010 statte ta,indirizzo
84121 salerno sa,indirizzo
24053 brignano gera d adda bg,indirizzo
40025 fontanelice bo,indirizzo
40126 bologna bo,indirizzo
13010 pezzana vc,indirizzo
63013 grottammare ap,indirizzo
2010 borbona ri,indirizzo
37053 cerea vr,indirizzo
23898 imbersago lc,indirizzo
31040 nervesa della battaglia tv,indirizzo
83030 montefalcione av,indirizzo
15025 morano sul po al,indirizzo
90043 camporeale pa,indirizzo
89844 nicotera vv,indirizzo
179 roma rm,indirizzo
38013 fondo tn,indirizzo
09035 gonnosfanadiga vs,indirizzo
30026 portogruaro ve,indirizzo
84082 bracigliano sa,indirizzo
94011 agira en,indirizzo
50131 firenze fi,indirizzo
83050 sant angelo all esca av,indirizzo
80041 boscoreale nan,indirizzo
95030 tremestieri etneo ct,indirizzo
71011 apricena fg,indirizzo
35141 padova pd,indirizzo
26845 codogno lo,indirizzo
58100 grosseto gr,indirizzo
26010 chieve cr,indirizzo
21040 cislago va,indirizzo
89861 tropea vv,indirizzo
42032 busana re,indirizzo
65 fiano romano rm,indirizzo
38122 trento tn,indirizzo
37040 boschi sant anna vr,indirizzo
18017 civezza im,indirizzo
98031 capizzi me,indirizzo
08040 girasole og,indirizzo
25030 rudiano bs,indirizzo
90010 lascari pa,indirizzo
90033 chiusa sclafani pa,indirizzo
24051 antegnate bg,indirizzo
24046 osio sotto bg,indirizzo
86170 isernia is,indirizzo
50053 empoli fi,indirizzo
89016 rizziconi rc,indirizzo
87050 bianchi cs,indirizzo
2047 poggio mirteto ri,indirizzo
87035 lago cs,indirizzo
61029 urbino pu,indirizzo
09040 silius ca,indirizzo
15010 alice bel colle al,indirizzo
95040 castel di iudica ct,indirizzo
20157 milano mi,indirizzo
87020 maiera cs,indirizzo
10044 pianezza to,indirizzo
54033 carrara ms,indirizzo
40138 bologna bo,indirizzo
10080 vistrorio to,indirizzo
18015 pompeiana im,indirizzo
56038 ponsacco pi,indirizzo
178 roma rm,indirizzo
51100 siena si,indirizzo
70023 gioia del colle ba,indirizzo
15020 serralunga di crea al,indirizzo
89823 mongiana vv,indirizzo
95042 grammichele ct,indirizzo
29121 piacenza pc,indirizzo
25124 brescia bs,indirizzo
46010 marcaria mn,indirizzo
36021 villaga vi,indirizzo
10155 torino to,indirizzo
32044 pieve di cadore bl,indirizzo
07016 pattada ss,indirizzo
32040 cibiana di cadore bl,indirizzo
00055 ladispoli rm,indirizzo
12019 vernante cn,indirizzo
15066 gavi al,indirizzo
13845 ronco biellese bi,indirizzo
33090 sequals pn,indirizzo
87012 castrovillari cs,indirizzo
84020 bellosguardo sa,indirizzo
70126 bari ba,indirizzo
20068 peschiera borromeo mi,indirizzo
90134 palermo pa,indirizzo
81030 gricignano di aversa ce,indirizzo
84133 salerno sa,indirizzo
37135 verona vr,indirizzo
46010 mariana mantovana mn,indirizzo
30033 noale ve,indirizzo
12030 cavallermaggiore cn,indirizzo
65010 civitaquana pe,indirizzo
46030 borgoforte mn,indirizzo
23825 esino lario lc,indirizzo
22010 moltrasio co,indirizzo
29010 villanova sull arda pc,indirizzo
50134 firenze fi,indirizzo
18021 borgomaro im,indirizzo
53022 buonconvento si,indirizzo
48024 massa lombarda ra,indirizzo
81100 caserta ce,indirizzo
70028 sannicandro di bari ba,indirizzo
73019 trepuzzi le,indirizzo
10074 lanzo torinese to,indirizzo
31020 refrontolo tv,indirizzo
47027 sarsina fc,indirizzo
56041 castelnuovo di val di cecina pi,indirizzo
63851 ortezzano fm,indirizzo
56029 santa croce sull arno pi,indirizzo
25084 gargnano bs,indirizzo
89020 san pietro di carida rc,indirizzo
25030 brandico bs,indirizzo
87022 cetraro cs,indirizzo
65010 elice pe,indirizzo
07030 cargeghe ss,indirizzo
07020 loiri porto san paolo ss,indirizzo
15018 spigno monferrato al,indirizzo
65129 pescara pe,indirizzo
63822 porto san giorgio fm,indirizzo
83040 chiusano di san domenico av,indirizzo
16153 genova ge,indirizzo
67039 sulmona aq,indirizzo
12050 alba cn,indirizzo
12060 farigliano cn,indirizzo
73015 salice salentino le,indirizzo
10148 torino to,indirizzo
21047 saronno va,indirizzo
18011 castellaro im,indirizzo
72023 mesagne br,indirizzo
16134 genova ge,indirizzo
50039 vicchio fi,indirizzo
50126 firenze fi,indirizzo
66050 monteodorisio ch,indirizzo
97010 giarratana rg,indirizzo
35046 saletto pd,indirizzo
82030 campoli del monte taburno bn,indirizzo
47521 cesena fc,indirizzo
90046 monreale pa,indirizzo
44022 comacchio fe,indirizzo
17012 albisola marina sv,indirizzo
86030 san felice del molise cb,indirizzo
28064 sillavengo no,indirizzo
36045 lonigo vi,indirizzo
12077 monesiglio cn,indirizzo
41121 modena mo,indirizzo
09070 san vero milis or,indirizzo
3020 castro dei volsci fr,indirizzo
87020 sangineto cs,indirizzo
42012 campagnola emilia re,indirizzo
27024 cilavegna pv,indirizzo
70021 acquaviva delle fonti ba,indirizzo
08013 bosa or,indirizzo
21023 besozzo va,indirizzo
67030 bugnara aq,indirizzo
27036 mortara pv,indirizzo
08030 sadali ca,indirizzo
95030 sant agata li battiati ct,indirizzo
43014 medesano pr,indirizzo
90040 montelepre pa,indirizzo
38073 cavedine tn,indirizzo
95014 giarre ct,indirizzo
71010 chieuti fg,indirizzo
76014 spinazzola bt,indirizzo
09083 fordongianus or,indirizzo
35013 cittadella pd,indirizzo
90040 trappeto pa,indirizzo
23030 castello dell acqua so,indirizzo
21042 caronno pertusella va,indirizzo
73040 morciano di leuca le,indirizzo
84030 caselle in pittari sa,indirizzo
88056 tiriolo cz,indirizzo
23823 colico lc,indirizzo
6036 montefalco pg,indirizzo
12080 san michele mondovi cn,indirizzo
1010 piansano vt,indirizzo
67047 rocca di cambio aq,indirizzo
40069 zola predosa bo,indirizzo
09090 villa verde or,indirizzo
21014 laveno mombello va,indirizzo
44012 bondeno fe,indirizzo
71041 carapelle fg,indirizzo
20060 basiano mi,indirizzo
52010 chitignano ar,indirizzo
95049 vizzini ct,indirizzo
35010 campodoro pd,indirizzo
21100 varese va,indirizzo
85026 palazzo san gervasio pz,indirizzo
39042 bressanone bz,indirizzo
14047 mombercelli at,indirizzo
90042 borgetto pa,indirizzo
87054 rogliano cs,indirizzo
53040 cetona si,indirizzo
39030 vandoies bz,indirizzo
80040 terzigno nan,indirizzo
10043 orbassano to,indirizzo
07034 perfugas ss,indirizzo
70122 bari ba,indirizzo
07039 valledoria ss,indirizzo
23827 lierna lc,indirizzo
95048 scordia ct,indirizzo
26853 caselle lurani lo,indirizzo
67052 balsorano aq,indirizzo
48100 ravenna ra,indirizzo
10086 rivarolo canavese to,indirizzo
84069 roccadaspide sa,indirizzo
47021 bagno di romagna fc,indirizzo
53100 siena si,indirizzo
40131 bologna bo,indirizzo
13862 brusnengo bi,indirizzo
22030 orsenigo co,indirizzo
73013 galatina le,indirizzo
39017 scena bz,indirizzo
31010 godega di sant urbano tv,indirizzo
28010 bogogno no,indirizzo
80134 napoli nan,indirizzo
14030 viarigi at,indirizzo
26033 pescarolo ed uniti cr,indirizzo
22010 garzeno co,indirizzo
73050 secli le,indirizzo
20020 lazzate mi,indirizzo
28010 briga novarese no,indirizzo
30024 musile di piave ve,indirizzo
19121 la spezia sp,indirizzo
45038 polesella ro,indirizzo
84131 salerno sa,indirizzo
81038 trentola ducenta ce,indirizzo
20030 barlassina mi,indirizzo
18017 cipressa im,indirizzo
4016 sabaudia lt,indirizzo
95045 misterbianco ct,indirizzo
20050 camparada mi,indirizzo
31050 zenson di piave tv,indirizzo
81022 casagiove ce,indirizzo
35027 noventa padovana pd,indirizzo
25040 cerveno bs,indirizzo
20086 motta visconti mi,indirizzo
67023 castel del monte aq,indirizzo
43010 trecasali pr,indirizzo
10050 mattie to,indirizzo
08020 loculi nu,indirizzo
00134 roma rm,indirizzo
45026 lendinara ro,indirizzo
50058 signa fi,indirizzo
1037 ronciglione vt,indirizzo
3039 sora fr,indirizzo
63023 fermo ap,indirizzo
13010 caresana vc,indirizzo
82011 forchia bn,indirizzo
83024 monteforte irpino av,indirizzo
20162 milano mi,indirizzo
10123 torino to,indirizzo
24010 camerata cornello bg,indirizzo
20031 cesano maderno mb,indirizzo
